Title,Date,Paragraphs
नेपाल पुलिसले जित्यो काभा महिला क्लब भलिबल च्याम्पियनससपको उपाधि,No Date Found,"अनलाइनखबर अनलाइनखबर ६ असोज, काठमाडौं । नेपाल पुलिस क्लबले माल्दिभ्समा सम्पन्न काभा महिला क्लब भलिबल च्याम्पियनसिपको उपाधि जितेको छ । शनिबार भएको फाइनलमा उज्वेकिस्तानको हुमो भलिबल क्लबलाई ३-० को सोझो सेटमा पराजित गर्दै पुलिसले पहिलो संस्करणमै उपाधि जितेको हो । मालेस्थित सोसियल युथ सेन्टरमा भएको फाइनलमा पुलिसले हुमोलाई २५-१६, २५-२२, २५-२३ ले पराजित गरेको हो । ६ टोली सहभागी प्रतियोगितामा पुलिसले अपराजित रहँदै उपाधि जित्ने क्रममा ६ खेल नै जित्यो । लिग चरणमा पाँचवटै खेल जितेर शीर्षमा रहेको पुलिसले फाइनल समेत जितेको हो । पुलिसले लिग चरणामा हुमोसहित, श्रीलंकाको श्रीलंका एयर फोर्स र ताजकिस्तानको डाइमेड भलिबल क्लबलाई समान ३-० ले पराजित गरेको थियो भने माल्दिभ्सको वाम्को क्लबलाई ३-२ ले तथा माल्दिभ्सको माल्दिभ्स लिस क्लबलाई ३-१ को सेटमा पराजित गरेको थियो । प्रतियोगितामा नेपाल, उज्वेकिस्तान, श्रीलंका र  ताजकिस्तानका समान १ तथा माल्दिभ्सको २ गरी कूल ६ टोलीको सहभागिता थियो । खुसी दुःखी अचम्मित उत्साहित आक्रोशित Forgot Password?"
